,0
multimediaindustry,1
livestreamingmedia,1
stemintroduction,1
innovativethinking,1
denoising,1
thresholding,1
fibonacci,1
softthresholding,1
situp,1
ultrasonicsensors,1
earlychildhoodeducation,1
e-rubrics,1
android-basedassessment,1
onlineteaching,1
peerassessment,1
juniorhighschoolstudent,1
teachinganalyticalhierarchyprocess,1
dialogue,1
pencaksilat,1
stakeholders,1
contentanalysis,1
flashcard,1
story-based,1
picturedflashcard,1
anxietyinlearningenglish,1
hmsam,1
martialarts,1
designbasedresearch,1
websitebasedapplication,1
smartphoneapps.,1
fuzzysettheory,1
studentperformance,1
islamicfi-nance,1
predictiveanalytic,1
businessintelligence,1
humanresource,1
scholarship,1
carrysaveadder(csa),1
carryselectadder(csla),1
ripplecarryadder(rca),1
irsensor,1
criticalthinkingskill,1
englishlanguageskill,1
englishlanguagelearningmedia,1
significantly,1
increasedcaraccidents,1
pollution,1
economicproblems,1
stls,1
english,1
mallmodel,1
educationalinnovation,1
adhd,1
christianeducation,1
claroline,1
mohesr,1
n-tier,1
ado.net,1
ui,1
writingskill,1
mobapps,1
2pascl,1
breathingapparatussimulator,1
facilitationconditions,1
socialinfluence,1
pricevalueontheintentiontotheuseanuberapplication,1
networkcapacity,1
averagemessagesize,1
net-worktopology.,1
mobilecontrolsystems,1
trainingcomplexes,1
communicativeenglish,1
dispositionsandbehaviors.,1
englishfortheworkplace,1
self-pacedlearning,1
supportstaffs,1
technology-enhancedlanguagelearning,1
usesandgratification,1
marketplace,1
motives,1
onlinereading,1
bll,1
dal,1
sp,1
mobilerecommendersystem,1
attendancemanagement.,1
millimeter-wave,1
massivemimo,1
psooptimization,1
mobilecloud,1
lstmnetwork,1
glowwormswarmoptimizationalgorithm,1
loadforecasting.,1
localknowledge,1
addie.,1
trackingapplication,1
systematicliteraturereview.,1
visuallyimpairedpeople,1
usabilitydimensions,1
usabilityevaluationmodel.,1
adiabaticlogic,1
fulladder,1
ecrl,1
identification,1
mobileattendance,1
bim-vrframework,1
volleyball.,1
conceptassessment,1
conceptgameassessment,1
sprt,1
conceptmastery.,1
diagrams,1
testinstruments,1
multimedialearningmodules,1
representations,1
technologyacceptance,1
successfactors,1
i-dsdv,1
e-dsdv,1
o-dsdv,1
networkperformance,1
ns3,1
canvas,1
smashskills,1
teachingofwriting,1
raytracing,1
webaddress,1
snr,1
enveloperepository,1
envelopep-writeprotocol,1
expectedandaverageexpectedcost,1
peerconnectedset.,1
computer,1
microcontroller,1
transmitter,1
receiver,1
antenna.,1
informationsystemsembeddedapplication,1
adhocnetworks,1
olsrprotocol,1
multipointrelays,1
nodemobilityandmobilityquantification,1
integrityconstraints,1
integritytests,1
datacaching.,1
delay,1
mc-cdma,1
audienceresponsesystems,1
tdd,1
multimediaauthoring,1
interactivemultimediaapplication,1
operationalresearch,1
mobiledigitaltelevision,1
verbaldecisionanalysis,1
web-basedinformationsystem,1
wirelessmobilecomputing,1
rangefinder,1
positionmeasurement,1
roadmaintenance,1
analyticalmodel,1
integrationstrategy,1
relaypathset,1
mobilebanking(mb),1
theoryofplannedbehavior(tpb),1
trust(tmb),1
diffservandmpls.,1
ldpccodes,1
andofdm,1
mobilehandover,1
coverageareameasurements,1
computer-mediatedcommunication,1
context-awarecomputing,1
contextualcommunication,1
userâ??scontext,1
mobilevideo-basedlearning,1
h.264/mpeg-4avcsoftwarecodec,1
mobileconferencing,1
peer-to-peergroupcommunication,1
distributedsipconferencemanagement.,1
nextgenerationcommerce,1
nextgenerationinternet,1
nextgenerationmobile,1
nextgenerationcommercetechnologies.,1
city-widelearning,1
learningscenarios,1
technologymediatedlearning,1
adaptation,1
wirelesstechnology,1
mavbt,1
bluetooth,1
softwareengineering,1
signalstrengthsimulation,1
mobilepositioning&digitalcellularsystem,1
peer-to-peer,1
collaborativework,1
heterogeneity,1
j2me,1
javame,1
mobilephonelearning,1
e-inkreader,1
middleschoolstudents,1
mcommunication,1
mobilegaming,1
barcelona,1
e-book,1
e-bookreader,1
e-ink,1
flashlite,1
contentgeneration,1
hongkong,1
mobilapplication,1
unsw-nb15,1
encryption,1
steganography,1
modulatedimage,1
hiddenimage,1
freespaceoptics,1
radiofrequency,1
quadratureampli-tudemodulation,1
quadraturephaseshiftkeying,1
wavelengthdivisionmultiplex-ing,1
powermanagement,1
gf(28),1
gf(p),1
magicsquare,1
multi-levelkey.,1
fuzzyc-mean(fcm),1
propagation(bp)classification,1
nsl-kdd,1
nids,1
selectionoffeatures,1
dynamicmathematicssoftware,1
phoneservice,1
termfrequency-inversedocumentfrequency,1
highdimensionality,1
ensemble,1
geographicalroutingprotocols,1
vanetmobisim,1
ns-2,1
polyhedron,1
meerkatclanalgorithm,1
hungryant,1
onlinematheducation,1
studentsatisfaction,1
onlinecoursecomponents,1
vir-tualclasses,1
covid-19effects,1
mathinstruction,1
informationgain(ig),1
android-basedapplocation,1
healthsystem,1
collegestudent,1
learningnetwork,1
socialsupportsystem,1
softwareneedsanalysis,1
handover,1
bts,1
bsc,1
channelexchange,1
portsallocation,1
comparingmobilewithdesktop,1
flowexperience,1
agent-basedsystems,1
eventnotificationsystems,1
publish/subscribemodel,1
humanfactors,1
navigation,1
stateofart,1
review,1
conceptmapping,1
consumeradoption,1
usermotiveanalysis,1
hierarchicalrouting,1
decisiontreealgorithm,1
detectionsystem.,1
vpn,1
wlan,1
integratedvehiclehealthmonitoring(ivhm),1
dataaggregation,1
flatrouting,1
businesseducation,1
innovationsupport,1
enterpriseinformationsystems,1
interdisciplinaryapproaches,1
universitycurriculumdevelopment,1
ruralhealth,1
telemedicine,1
applicationdesign,1
creativitytool,1
hierarchicaltaskmodel,1
learningandworkingsituation,1
pervasivelearning,1
ruralarea,1
mobilephoneactionsinclassroom.,1
agentassistedbanking,1
electronicbanking,1
securedbanking,1
addiction,1
humanbehavior,1
technologysocialfactors.,1
telehomecare,1
inter-agentcommunication,1
informationandcommunicationtechnologies,1
visuallyimpared,1
audiobooks,1
portal,1
vui,1
crossover,1
mutation,1
tsp,1
impactonstudentslearning,1
mobilephoneinclassroom,1
maghreb,1
optoelectronic,1
fpga,1
elvis.,1
pidcontroller,1
temperaturesystem,1
didalab-toolkit,1
e-course,1
moodle-platform,1
uc1-ilab,1
heatexchanger,1
laboratoryexperiments,1
remotelabs,1
reuseofremotelabs,1
isa,1
oscillatorexperiment,1
remotelaboratories.,1
esienceproject,1
individualfactors,1
computerizedobservation,1
realtime,1
observationsystems,1
physicseducation,1
contextengine,1
semanticcomputing,1
e-readerdevices,1
amazonkindle,1
mobileassistedenglishlanguagelearning,1
m3evaluationframework,1
environmentalmonitoring,1
cookingreciperecommendation,1
foodingredients,1
objectrecognition,1
emarketing.,1
mobileecosystem,1
app,1
destinationbranding,1
fourierseriesexpansions,1
undergraduateelectricalengineeringeducation,1
educationalprograms,1
teachers'decisions,1
teachers'attitudes,1
liquidspheres,1
computer-assisteddirectobservationprograms,1
wsns,1
networkefficiency,1
powerconsumption,1
energyawareroutingpath,1
europeinternetshopping,1
e-business.,1
operativesystems,1
mathematicsteachers,1
termsandconditions,1
mobileuserinterface,1
usersatisfaction,1
orthogonalfrequencydivisionmultiplexing,1
entropy,1
multiple-inputmultiple-output,1
middleschool,1
onlinelabs,1
measurement,1
servicedescription,1
contents,1
esnandprediction,1
onlinecommunity,1
designprocessmodel,1
designmethods,1
humanfactorstechniques,1
ngn,1
profilemanagement,1
im,1
chat,1
multi-deviceservices,1
mobilework,1
userinterfaceculture,1
charactersize,1
elderlyperson,1
lcd,1
visibility,1
ulearning,1
rrbfn,1
farima,1
nonlinearandnonstationarytimeseries,1
timemanagement,1
servicerequirement,1
task/methodparadigm.,1
secondlanguageacquisition,1
languagelearningdiaries,1
noticing,1
openlearnermodelling,1
transitiontohe,1
textmanagementservice,1
trafficflow,1
educationalsystems,1
affectivecomputing,1
facultyperspectives,1
technological&pedagogicalaspects,1
mobility,1
adolescence,1
diabetics,1
specification,1
mobileweb2.0,1
ilab,1
mobiledataindustry,1
convergencespeed,1
mobile-basedapplication,1
smartmobilephones,1
non-verbal.,1
mobiletelemedicinesystem,1
streaming,1
disastertraining,1
mobiletelecommunications,1
self-organizingmap,1
customersegmentation,1
musicperformance,1
scalesandacoustics,1
musicinformatics,1
wirelessinternet,1
obstacles,1
theuniversityofjordan,1
esience,1
fairness,1
captcha,1
congestioncontrol,1
mentalmodels,1
pointofinspiration,1
snippets,1
collectiveintelligence.,1
construction,1
industrialapplications,1
mobilemeasurementtechnologies,1
servicesformobilenetworks,1
ubiquitousinteractivity,1
computeraidedassessment,1
visualtags,1
socialcomputing,1
hci,1
inputdevices,1
handhelds,1
globalconnections,1
computeraidedinstruction,1
multiple-criteriadecision-making,1
informationandcommunicationtechnologyskills,1
customerreviews,1
buildingspace,1
automateduxevaluation,1
uxevaluation,1
moderateduxevaluation,1
disruptiveeducation,1
edukit,1
entrepreneurshiplearning,1
experimentallearning,1
disruptivemedia,1
education4.0,1
educationalinnovationbackground,1
organicchemistry,1
stemapproach,1
physicaleducation,1
movementcompetencytraining,1
flexiblelearning,1
farmmonitoring,1
ethnomathematics,1
userexperience(ux),1
creativethinking,1
kvisoftflipbook,1
cybersicknessreductionguidelines.,1
video-basedlearning,1
childrenlearning,1
immersivevirtualreality,1
mobilehmd,1
tetheredhmd,1
cybersickness,1
simulatorsickness,1
literaturereview,1
flyingaltitude,1
stemeducation,1
systematic,1
assessmentforlearning,1
multi-uav,1
flyingadhocnetworks,1
topology-basedroutingprotocol,1
gaussmarkov,1
problem-solving,1
education3.0,1
edutainment,1
academicperformance,1
timedivisionduplex,1
scheduling,1
radioresourceallocation,1
5gnr,1
olsrroutingprotocol,1
randommobility,1
groupmobility,1
bonnmotionsoftware,1
networksimulation.,1
koreanasaforeignlanguage,1
koreanlanguagelearning,1
wechat,1
socialnetworks(sns),1
thesimilarities,1
differences,1
mid-maturity,1
gender-specificbehaviours,1
multicriteriadecisionmaking,1
recurrentneuralnetworks,1
opcodes,1
educationalwebsite,1
seamlesslearning,1
testingeffect,1
webquizzing,1
android-basedinteractivee-modules,1
trigonometrics,1
webusability,1
interface,1
userspreference,1
malware,1
safetytraining,1
hazard,1
microb,1
sciencelearning,1
mobileparentingtrainingprogram,1
parentingskills,1
parentallocusofcontrol,1
educationalmusicvideo,1
englishassecondlanguage(esl),1
softwarequalitystrategy,1
maths,1
multicastrouting,1
scalable,1
location-basedrouting,1
informationretrieval,1
museums,1
unsupervisedlearning,1
ad-hocmessagingnetwork,1
mobilead-hocnetwork,1
networksimulation,1
timeshiftedrouting,1
storeandforewardmessagepropagation,1
careerpreference,1
digitaltechnology,1
digitalskill,1
flexibility,1
careemapplication,1
familyconfidenceandwomenempowerment,1
environmentalstudy,1
preschoolstudent,1
alternativelearning,1
scalability,1
antcolony,1
correspondenceanalysis,1
teachingmethod,1
socialnetworksapps,1
tourismmarketing,1
tourismorganization,1
mobilecloudstorage,1
datamanagement,1
colorlearning,1
higherinstitution,1
orientationapp,1
self-servicekiosk(ssk),1
self-servicetechnologies(sst),1
socio-technologicalissues.,1
twitterdatabase,1
bilingualapplication,1
e-wordofmouth,1
rcts,1
mall,1
animationmedia,1
academiclife,1
boardgame,1
designanddevelopmentresearch,1
tsunamievacuationdrill,1
map-basedtsunamisimulation,1
websystem,1
disastereducation,1
machineelementapplications,1
distance,1
motorskills,1
exercise,1
agility,1
sensortechnology,1
essentialcompetencies,1
pre-teacher,1
constructionandhousingengineeringexpertiseprogram,1
systematicliteraturereview,1
assessmentskillstraining,1
onlinepsychologicalassessment,1
traditionalgame,1
field-basedlearning,1
solarsystem,1
interactivesimulatation,1
physicsconcepts,1
mixcode,1
genz,1
sociolinguistics,1
lav-fis,1
virtual,1
physicslearning,1
interactivemedia,1
professionalteacherdevelopment,1
digitalgame,1
wordwall,1
onlinetraining;gamification;gameelements;engagement;employee,1
qoe,1
learningtools,1
softwarequalityassurance,1
softwarequalityclassifications,1
professionalization.,1
3-dshapes,1
physics,1
simulations,1
bookreader,1
image-textconversion,1
googlecloud,1
visualimpairmentpeople,1
schoolprincipals,1
technologicaltools,1
hearing-impairedstudents,1
esl,1
views,1
digitalcomics,1
cognitivelearningoutcome,1
pandemic,1
digitalstory,1
linguisticintelligence,1
mindfulness,1
interactiveteaching,1
ict-basedintervention,1
ruralesl.,1
student,1
ruralentrepreneurs,1
multipleinputsingleoutput(miso),1
steppedimpedanceresonator(sir),1
longtermevolution(lte),1
returnloss,1
specificanthropomorphicmannequin(sam)head,1
methods,1
networkservicetechnology,1
elt,1
designmodel,1
comparativeanalysis,1
zakat,1
interactivestorytelling,1
creativeindustry,1
youtubeeducationalchannel,1
video-podcast,1
coronapandemic.,1
prospectiveelementaryteachers,1
factorsinfluencing,1
skype,1
instructional,1
learningexperience,1
immersiveexperience,1
media-toranalysis,1
onlinedistancelearning,1
domainknowledge,1
behavioralinten-tion,1
dronescommunicationarchitectures,1
uaanetdronesnetwork,1
optimizedlinkstateroutingprotocol(olsr)adhocondemanddistancevector(aodv),1
adhocnetwork.,1
motorlearning,1
sensorytechnology,1
continuingeducation,1
distanceeducation,1
technologicalcompetence,1
change,1
programming,1
u-learning,1
chemicalrepresentation,1
studentdevelopmentandsuccess,1
onlineplatforms,1
malaysianundergradu-ates,1
e-servicequality,1
manufacturing,1
digitalhealth,1
systematicreview,1
digitalreadiness,1
energysave,1
rateofreaction,1
led,1
orientation,1
soundlevel,1
hearrate,1
lightofintensity,1
learningautonomy,1
hindrance,1
utaut,1
utilization,1
frauddetection,1
teachersperspective,1
sciencemediacommunication,1
sciencecommunication,1
philosophyofscience,1
emancipation,1
self-reflexivity,1
designdevelopmentresearch,1
strengthofacidandbase,1
5e,1
teachingandlearningmodule,1
adicction,1
gender,1
mexico.,1
contacttracing,1
uavs,1
wirelessmonitoringsystem,1
wirelessmeshnetworks,1
learningcommunity,1
agency,1
communicationskills,1
collaborationtool,1
facerecognition,1
autoencoder,1
barcodereader,1
radiofrequencyidentification,1
smartgate,1
smartshoppinggate,1
surveillancesystem,1
facedetection,1
facetracking,1
learningtool,1
low-costcamera,1
facemask.,1
ecc,1
ecdh,1
instructionaltechnology,1
rsa,1
communicationtool,1
geogebra.,1
ictintegration,1
existingbuilding,1
newnormalera,1
peerlearning.,1
lte-v,1
best-cqi,1
roundrobin,1
proportionalfair,1
los,1
characterbuilding,1
studentcharacter,1
orientationknowledge,1
affectiveoutcomes,1
interactivemobiletechnology,1
interventions,1
mentalandphysicalhealth,1
well-being,1
bim,1
operationandmaintenance,1
mobileapplicationsoftware,1
reverseengineering,1
cloudbasedlearning,1
podcast,1
traditionalmethod,1
icn,1
ndn,1
cachingstrategy,1
in-networkcaching,1
cachemanagementpolicies,1
consonantcluster,1
onset,1
cloudcomputingtechnologies,1
smartlearning,1
digitaltrends,1
regionaldevelopment,1
socio-economiceffects,1
servicelevelagreement,1
deepreinforcementlearning,1
maritalcommunication,1
interpersonalrelationships,1
classroomresponsesystems,1
livefeedback,1
usabilitytestevaluation,1
computerassistedinstruction(cai),1
ipod,1
iphone,1
childrenwithautism,1
computeraidededucation,1
thermo-opticalplant,1
bodysensornetworks,1
medicalservices,1
pervasivecomputing,1
ubiquitouscomputing.,1
balinesetraditionalfood,1
recursivealgorithm,1
treestructure,1
hearing-impairedandblind,1
cross-platformdevelopment,1
windowsphone7,1
mdaapproach,1
skiingingjuries,1
ipad,1
computerassistedlearning(cal),1
largeaudiences,1
augmentativeandalternativecommunication(aac),1
analytics,1
ieee802.15.4,1
coastalenvironment,1
oceanobservingsystems,1
multi-hop,1
position-based,1
topology_based.,1
dsrprotocol,1
multipath,1
threshold,1
crosslayer,1
broadcasting,1
mobiletelemonitoringsystem,1
web-basedframework,1
wirelessandmobilecomputing,1
telehealth,1
developmentaldisabilities,1
skipatroller.,1
mobilegameapplication,1
retailing,1
androidsystems,1
geocoding,1
lbs,1
location,1
messaging,1
telecom,1
omasupl,1
disastercomplaint,1
smartmobilephoneapplication,1
mobilesms,1
sentenceparaphrasing,1
englishformedicalpurposes,1
audienceresponsesystem,1
face-to-facelecture,1
wearabletechnology,1
videosummarization,1
keyframeextraction,1
videoskimming,1
contextmanagement,1
behaviouralintention,1
actualusage,1
businessdataprocessing,1
real-timeinformation.,1
headmotionestimation,1
naturaluserinterface,1
3dmap,1
graphicalprocessingunit,1
supportvectormachine.in-corerendering,1
out-of-corerendering,1
organizations,1
users,1
perceptual,1
perceptualuserinterface(pui),1
humancomputerinteraction(hci),1
seriousgames,1
graphicaluserinterface(gui),1
fashionapps,1
mobile-media,1
specialeducation.,1
keywordsextraction,1
molecularcomputation.,1
datacompression,1
e-evaluation,1
privacyconcerns,1
purchaseintention,1
theoryofplannedbehavior,1
googleglass,1
colorblindness,1
colorvisiondeficiency,1
colorperception,1
non-prescriptiondrugs,1
satisfaction,1
androidprogramming,1
fuzzyclassification,1
computerskills,1
intelligenttutoringsystems,1
its,1
scaffolding,1
technicalskills,1
onlinetraining,1
socialimpact,1
sustainability,1
energyconversioninvehicles,1
instructionprocess,1
cse-ucla,1
designquality,1
housingquality,1
cyber-physicalsystems,1
enterprise-resource-planning,1
manufacturingexecutionsystem,1
dataprocessinganddisplay,1
onlineexperimentation,1
labviewapplicationtool,1
softwaretoolforroadtests,1
mechatronics,1
mobileinterfaces,1
networkingofhighereducationinstitutions,1
networkofremotelaboratories,1
sharingonlineresources,1
cipp,1
lempel-ziv-welch,1
biocomputer,1
websockets,1
graphs,1
semanticweb,1
shortestpath,1
turtle,1
userprofile..,1
communicationskill,1
socialperformance,1
informationextraction,1
arabiclanguageprocessing,1
classifiedads,1
attributebasedsearching.,1
dnasteganography,1
hidingcapacity,1
datahiding,1
datastorage,1
dnacomputing,1
quantumcomputation,1
dotnetrdf,1
adaptivelearning,1
volunteers,1
pharmacy,1
innovative,1
e-therapyservice,1
designofmobileapplication,1
arounddeviceinteraction(adi),1
human-computerinteraction(hci),1
sensor-basedinteraction,1
medication,1
gatewayloadbalancing,1
locationbasedservice,1
integratedinternetmanet,1
wlb-aodv,1
adaptivegatewaydiscovery,1
hybridframework,1
geofencing,1
geotagging,1
disastermanagement,1
visualattentionmodel,1
shortword,1
fullword,1
multimodalinterfaces,1
role-play,1
smartphonevideo,1
authenticlearning,1
authenticlearningenvironment,1
adhocondemandroutingprotocol,1
attacks,1
noxiousnode.,1
cassava-chipcollaboration,1
collaborativesupplychain,1
agriculturemobileapplication,1
mobiledictionary,1
anggah-ungguhingbalineselanguage,1
stringmatchingmethod,1
userresponse,1
offlinemode,1
firebase.,1
foreignlanguage,1
theatricalactivities,1
deepneuralnetworksearch,1
handwritingrecognition,1
roadinformation,1
teachingtechnology,1
motorsafe,1
motorbike,1
acceleration,1
questionnaire,1
elderlysystem,1
householdaccount,1
roadwidth,1
hiragana,1
objectdetection,1
lanedetection,1
vanishingpoint,1
amobileapp,1
predictivesystems,1
fuzzyalgorithm,1
peda-gogy,1
binauralaudio,1
mobilephoneaddiction,1
studentteachers,1
learnerperformance,1
smartcity,1
tammodel,1
intentiontoadoptsmarthome,1
self-assessment,1
universityeducation,1
developmentofthedigitalcompetence,1
pedagogicalspecialists,1
mobilehealth(mhealth),1
developingcountries.,1
conferencepaper,1
mediacompetence,1
mediaeducation,1
multimediatools,1
teachers,1
applicationprogramminginterface,1
floodforecasting,1
perceivedusability,1
2-tierarchitecture,1
mobileclient,1
characterrecognition,1
contentcentricnetworking,1
databasemanipulation,1
homomorphicencryption,1
pailliersencryptionalgorithm.,1
virtualinstrument,1
handgesture,1
traditionalmusic,1
headmounteddisplay(hmd),1
information-centricnetwork,1
javaneseletter,1
cachingrouter,1
clusteringmethods,1
analytichierarchyprocess.,1
evaluationapplication,1
countenance,1
aneka,1
trihitakarana,1
pedagogicalchange,1
mobile-heutagogy,1
slang,1
acceptancemodel,1
e-books,1
printbooks,1
studentperceptions,1
universityofforthare.,1
game-basedlearningexperience,1
geography,1
voiceenabled,1
speechassistant,1
amazonalexa,1
mobile-governmentservices,1
gammodel,1
utautmodel.,1
content,1
community,1
conversation,1
socialcapital,1
conversion,1
pheromone,1
outdoorenvironment,1
indoorenvironment,1
industrialisedbuildingsystem(ibs).,1
tangrampuzzle,1
energy,1
sleepawake,1
conditionaltransmission,1
bodysensors.,1
communicationchallenges,1
projectmanagement,1
raschmodel,1
modelling,1
constructvalidity,1
test,1
scientificreasoning,1
digitalassessment,1
assessmentresources,1
teacherattitudeandperception,1
communications,1
googletranslation,1
sourceandtargetlanguages,1
diabeticretinopathy,1
culturaldifferences,1
mobilesignalcoverage,1
socialapplication,1
datasharing,1
socialskills,1
socialstories,1
trafficcongestion,1
smarttraffic,1
trafficlightcontrol,1
intelligenttransportationsystem,1
antcolonyoptimization,1
smartmobility,1
intelligentmobility.,1
carsafe,1
detection,1
voicetime,1
takemedication,1
latitudeandlongitudeinformation,1
problem-basedlearning,1
anonymousquestion-raising,1
indonesia.currenttechnologicaltrendsgeneratesignificantimplica-tionsforthetechnologicaldigitalizationstoallpartsofhumanlives.informationandcommu,1
self-training,1
uae.,1
cognitiveflexibility,1
task-switching,1
workingmemory,1
inhibitioncontrol,1
attentioncontrol,1
socialnetworkingsites(sns),1
searchengines,1
abstractthisstudyaimstorevealstudents'profileofdigitalethicsinsu-rakartacity,1
teammanagement,1
ibeacon,1
corelocation,1
iosapplication,1
digitalmedia,1
charactereducation,1
thematic-integrative,1
healthinformationquality,1
websiteinteractivity,1
websiteusability,1
distributedinformationsystems,1
multi-agent,1
multi-dimensionalrating,1
pro-activity,1
recommendersystem,1
statistics.,1
bandwidth,1
controlpacket,1
constraintsviolation,1
mobiledatabasemodel,1
objectdatamodel,1
mobilecontent,1
mobilenews,1
mobileadvertising,1
mobilebooks,1
mobilemusic,1
mobiletelevision,1
mobilegames,1
indoorpositioning.,1
proximity,1
elderlyfeedback,1
andthroughput,1
muscialapplication,1
openaccesslab,1
fieldmeasurementsexperiments,1
broadbandwireless,1
wimax,1
pathloss,1
propagationmodels,1
mobilesocialnetworks,1
pilottest,1
remoteexperimentation,1
3dvirtualenvironment,1
opensource,1
openhardware,1
mobiletracking,1
softwarealgorithms,1
serverperformancestudy,1
usertesting,1
computerapplications,1
transactionprotocol,1
mobilecommunicationandsoftware,1
gametheory,1
gamingineducation,1
electronictouristguide,1
mobiletouristguide,1
semanticwebtechnology,1
touristinformationsystem,1
touristapplication.,1
braille,1
keyboard,1
blindness,1
visualimpairment,1
mobilewirelesssensornetworks,1
unmannedaerialvehicles,1
sinkplatform,1
dataanalysis,1
googleapps,1
impact,1
trends,1
scenarios,1
assistivetechnologies,1
e-accessibilitystandards,1
activity'scharacteristics,1
technologicalenvironment,1
students'emotions,1
affectaspect,1
eaccessibility,1
mobileaccessibility,1
assistivetechnology,1
designforall,1
cacheserver.,1
on-linecommunity,1
messagesize,1
client-serverapplication,1
mobilecollaborativelearning(mcl),1
serversidearchitecture,1
clientsideprotocol,1
groupapplication,1
secureprotocol,1
nfc-basedpayment,1
mobiletablet,1
mobilephoneusage,1
website-servicequality,1
performanceexpectancy(pe),1
effortexpectancy(ee),1
socialinfluence(si)andfacilitatingcondition(fc).,1
wirelesscommunications,1
sensornetworks,1
collaborativeplanning,1
healthcaretaskmodelling,1
synchronous/asynchronousinteraction,1
ofdm,1
wavelet,1
eigenvectorscomponent.,1
mifare,1
mcscw,1
softwaredevelopmentframeworks,1
transfer,1
money,1
theunifiedtheoryofacceptanceanduseoftechnology(utaut),1
digitalreconstruction,1
interpretation,1
home,1
usercontrol,1
mobilewebapps,1
nativeapps,1
html5,1
responsivewebdesign,1
ict4d,1
domotic,1
automation,1
visualizinguncertainty,1
mobiletagging,1
qr-code,1
teacherprofessionaldevelopment,1
healthawareness,1
ictfordevelopment,1
situatedsimulation,1
mediaaesthetics,1
m-wallet,1
students'attitudes,1
motionclassifier,1
demodulator,1
adobeaftereffects,1
httpconnectivity,1
mobileportal,1
wap,1
pharmaceuticalservies,1
smart-phones,1
apple,1
rubyonrails,1
objectivec,1
solarboilers,1
persuasion,1
agent,1
curriculum,1
driverriskometer,1
driverdistraction,1
riskassessment,1
cellphones,1
videostreaming,1
tcp/ip,1
mobilesystem,1
wirelessj2me,1
eyepattern,1
matlab,1
modulator,1
qpsk.,1
mobilenotification,1
socialnetworkservice(sns),1
fieldstudy,1
javawirelesscommunicationtechnologies,1
handheldsystem,1
jsf,1
jsp,1
jms,1
svg,1
j2se,1
client,1
server,1
aphasia,1
recovery,1
topology.,1
awareness,1
networkmanagement,1
routingindatacenternetworks.,1
lungcancer,1
cad,1
cnnandctscan.,1
mrom,1
manemo,1
ro,1
multihomed,1
handoff.,1
vivavoce,1
virtualcoaching,1
avatar,1
anxiety.,1
floodmanagement,1
floodearlywarningsystem,1
multiattributedecisionmaking,1
structuresofdatacenternetworks,1
cloud-baseddatacenternetworks,1
fuzzyahp,1
roadtrafficaccidentsvictimscare,1
tourismapplication,1
emotionalengagement,1
activityofdailyliving,1
usercenterdesign,1
highorderthinkingskills,1
prehospital,1
mobilebasedapplication,1
healthdss,1
ahptopsis,1
behavioralintentions,1
nursingstaff,1
videoprocessing.,1
mobileandroid,1
entrepreneurialcharacteristic,1
psychometrictest,1
culinaryrecommendation,1
japanese,1
websitese-commerceplatform,1
deafpeople,1
informationquality,1
bloggers,1
marketingtrends,1
influencers,1
interactivity,1
theuseofsmartphones,1
smartphonesinteaching,1
effectsofsmartphones,1
chc,1
cognitiveabilities,1
visual-spatialskills,1
visualability,1
visualclassiﬁcation,1
mobilehealthapps,1
smartphoness,1
adhoc,1
nodecount,1
ns2,1
marketingstrategies,1
politicalcommunication,1
publiccommunication,1
m-commerce,1
interview,1
e-commerce.,1
mobileonlineshopping,1
consumersbelieve,1
consumerattitude,1
m-services.,1
citizenssatisfaction,1
easeofuse.,1
ethereum.,1
roadsideunits,1
cyberattacks,1
spam.,1
transactions,1
decentralizedarchitecture,1
fakedrugs,1
smartcontract,1
context-awaremobileapplication,1
ubiquitouscomputing,1
educationalapplication,1
degreeofcompetence,1
learningandmethodicalcomplex,1
forcetouch,1
touchbaseduserinterface,1
qualityassessment,1
technicalcriteria,1
spoc,1
isostandards.,1
primarylevels,1
mhealth,1
pregnancy,1
healthcareinformatics,1
physicalactivity,1
wearablesensors,1
discriminantanalysis,1
smsadvertising,1
infotainment,1
digitallearning,1
process,1
researchactivity,1
research,1
learningactivities,1
englishlanguagelearning,1
virsbud.,1
email,1
senderscore,1
reputationsystem,1
marketingemail,1
gdss,1
mobilesupportededucation,1
emotionalintelligence,1
fingerprint,1
sdk,1
interoperability,1
biometrics.,1
videoclassification,1
applications,1
autisticspectrumdisorders,1
videogames,1
flicbuttons,1
ubiquitouscommerce,1
smart-phoneapplication,1
theiconographyinterface,1
onlinetransportationapplication,1
fraudmitigation,1
educationalmobilegame,1
disturbancefactor,1
gamedesign,1
fractions,1
color-blindness,1
protanopia,1
duteranopia,1
tritanopia,1
daltonization,1
lmsdetonaization,1
labcolor,1
skypemedia,1
academicwriting,1
facultymember,1
healthyphone,1
announcement,1
academic,1
methodology,1
utaut2,1
massmedia,1
effortexpectancy,1
scaledevelopment,1
validity,1
pisa,1
logicalreasoning,1
teachercandidates,1
androidsmartphone,1
foreignlanguagelearning,1
telecollaboration,1
e-tandemlearning,1
userinvolvement,1
occupationaltherapy,1
healthinformationtechnology,1
notification,1
society5.0era,1
