,publishing_date,abstract
371,2014-06-08,purpo studi investig faculti member attitud toward mobil learn king saud univ sampl studi consist 362 faculti member king saud univ saudi arabia academ year 20122013 questionnair consist 37 item develop measur attitud result show attitud faculti member toward mobil learn posit statist signif differ attribut gender favor femal faculti member academ rank favor instructor academ experi favor 21 year experi
372,2014-04-05,recent year use mobil phone tablet person communic increa dramat 1 billion smartphon total 5 billion mobil phone worldwid infrastructur technolog devic improv level possibl integr sensor technolog direct use acquir new data given avail resourc number technic challeng alreadi overcom would seem natur progress use mobil communic technolog fieldba environ monitor work review exist technolog acquir process report environ data field object demonstr whether possibl use offtheshelf technolog environ monitor show sever level challeng approach discuss exampl technolog produc
373,2014-04-05,transit new era mobil extend mani aspect daili live learn exampl take place throughout life anywh one may wonder tradit orchestr learn appli mobil context exampl better support student field trip museum visit paper present geograph orchestr resourc activ associ learn system object consid collabor mobil learn scenario depend heavili locat learner profil activ log also defin softwar framework design implement pedagog scenario field trip valid approach present implement mobil artifact dedic support new visitor explor histor monument citi
374,2014-04-05,paper propo cook recip recommend system run consum smartphon interact mobil applic propo system employ realtim visual object recognit food ingredi recommend cook recip relat recogn food ingredi visual recognit point builtin camera smartphon food ingredi user get know relat cook recip instant object propo system assist peopl cook decid cook recip groceri store kitchen current implement system recogn 30 kind food ingredi 015 second achiev 8393 recognit rate within top six candid user studi confirm effect propo system
375,2014-04-05,transpar dynam world consum trust consum advic recommend product servic continu organ appear associ social share interest interact audienc associ incorpor digit technolog busi specif use social mediaconsequ time interest explor phenomenon virtual social although littlestudi field need innov theoret approach base upon theori market communic experti area present organ perform import appropri develop themthi work qualit analysi behavior reaction attitud individu organ order understand social factor contribut sustain competit advantag organ support strateg futur actionsw conclud relev factor associ tacit knowledg organ specif learn social interact organ knowledg virtual communiti higher coexist factor difficult replic greater hypothesi sustain competit advantag
376,2014-04-05,articl set find research carri 2013 spanish tourism mobil applic research cover 66 app combin quantit descript sector qualit categori base semiot analysi articl evalu compar app identifi main trait propo taxonomi contentba app participatori app leisur app
377,2014-04-05,paper evalu describ usag plastic card coat conduct paint input devic capacit touchscreen use develop card prototyp proof usag new kind input devic handl primari school pupil collabor learn game reason educ digit learn game develop control card prototyp game ask question general knowledg answer given put proper plastic card touchscreenth evalu game two group four children point card easili use identifi specif user although evalu show card control weak reliabl detect correct answer game phase pupil enjoy play game addit state like usag cardsbesid problem reliabl card recognit evalu show collabor concept game promi due fact pupil alway work togeth find solut answer support handl understand plastic card lead deeper understand technic background
378,2014-04-05,mobil devic becom instrument allow new way interact institut servic paper describ develop mobil educ servic applic mes app android platform app allow access mediat selfaccess servic well databa announc registr event book consult schedul etc project provid mobil webba applic tool app allow onlin access differ user student instructor administr app provid student user friend generic webba gui request educ servic send text messag inquiri add drop defer cour etc app allow instructor send receiv text messag student use mobil webba interfac app addit system monitor app provid administr onlin tool manag add updat delet system inform tool seek one use econom app use android technolog applic use tablet mobil devic use student instructor administr access servic educ institut
379,2014-01-05,paper present systemat approach design c app demonstr sort algorithm smartphon tablet part ongo project usag new technolog educ general properti mobil platform discuss togeth detail specif demonstr sort algorithm implement insert sort given exampl obtain result eg design rule algorithm test within prototyp applic
380,2014-01-05,possibl improv learnersâ understand concept lunar phase use observ base learn obl research smartphon augment realiti ar technolog use develop multiviewpoint arba mobil learn mvarml system moon observ use real world environ experi conduct evalu use system particip given five moon observ task perform manual use mvarml system task given followup questionnair use function system final ask oper usabl effect system motiv pursu lunar observ result show mvarml system effect improv observ learn student enhanc motiv pursu lunar learn
381,2014-01-05,paper discuss teach fourier seri concept undergradu electr engin educ help android applic especi develop end order better understand link implic basic fourier seri theori briefli review android applic easyt friend interfac conceiv help undergradu student test assess fourier seri expan typic set signal applic also allow student control total approxim error number termsharmon use expan found use learn resourc fourier seri context
382,2014-01-05,classroom respon system crs provid lectur communic channel get feedback student lesson larg audienc crs allow student ask question state issu lesson continu develop usag new crs tweedback observ sever technic nontechn problem like general crs issu observ problem caus necessari devic connect lecturersâ studentsâ differ way use crs paper describ observ technic nontechn problem suggest solut may appli generic interact feedback system
383,2014-01-05,prolif mobil devic educ institut experi various mobil devic implement mobil learn mlearn mobil devic use facilit support enhanc extend reach teach learn although empir evalu studi mlearn project studi report mobil devic brought transform educ process abl view mlearn rich collabor conver experi whether classroom outsid need good mobil applic studi reveal effect learn happen teacher learner activ particip knowledg build process therefor need applic creat effect learn environ learnercentr knowledgecentr assessmentcentr communitycentr
384,2014-01-05,paper present find evalu studi project aim use smartphon experienti learn botan garden preserv teacher evalu project focus four main aspect teach student instructor general satisfact project student percept contribut project learn student percept contribut smartphon learn process qualiti learn outcom eg smartphoneenhanc experienti learn activ design initi attempt integr experienti learn smartphon elicit mani import conclus smartphon may integr experienti learn
385,2014-01-05,person mobil servic user model remain invi user control extern user model allow user get overview user model use person adjust profil person effect need prefer evalu interact user model 42 user expo prototyp interact user model person news servic determin whether propo extern scrutabl privaci privileg accept user purpo studi find appropri present user model mobil devic control share user model servic provid conclus show user express general approv propo privileg make use suggest regard improv present interfac system
386,2013-10-12,facetofac learn promin higher educ develop countri africa learn teachercentr type learn promot deep learn vodcast podcast increa becom popular higher educ mean enhanc learn especi parttim student separ distanc teacher mode teach known entertain limit paper report moblec interact mobil lectur model remov limit podcast vodcast model promot deep learn model enabl student comment lectur vodcast use mobil devic aggreg comment becom educ resourc model evalu bindura univ scienc educ buse zimbabw paper describ interact mobil lectur tool empow learner separ teacher evalu result buse zimbabw
387,2013-10-12,exten growth expan smartphon tablet therewith use mobil web applic util html5 relat technolog frequent discuss debat media possibl replac nativ applic aim studi explor viabil replac nativ applic mobil web applic develop countri set two mobil web applic develop first mobil web applic track run second mobil web applic book system schedul âslum runsâ subject test app elit semiprofess kenyan runner primarili kibera slum area outsid nairobi 6month test period particip conclud result indic mobil web applic track run perform poor compar nativ applic due poor gps perform mobil web applic book slum run perform well conclus studi mobil web applic requir hardwar interact use gps gpu camera yet viabl altern nativ applic howev mobil applic requir nativ interfac content consumpt suitabl substitut nativ applic
388,2013-10-12,exist home autom technolog permit person control element home use comput connect local network howev real challeng remot control object permit user exerci greater freedom versatil work present inexpen control devic develop high densiti construct typic mani develop countri throughout world design remot control home luminesc air condit water pump mobil devic smart phone tablet result show packet deliveri accept within rang 15 meter concret twostori dwell thus demonstr applic small home countri share construct featur mexico
389,2013-10-12,obe eat disord children major problem worldwid promot futur wellb import educ children teenag healthi lifestyl choic mobil technolog offer mani opportun help prevent health problem howev sole use standalon applic insuffici improv childrenâ health awar children requir proper orient adult paper present mobil platform intend provid nutrit guidanc children architectur implement platform elementari school environ architectur provid data captur user interfac especi suit children permit adult send receiv notif messag improv result
390,2013-10-12,near field communic nfc deem futur technolog lot potenti mani area one area learn teach cover articl show possibl usag nfc teach learn materi lot new nfc capabl devic present recent technolog util mani area includ arbitrarili grow field mobil learn mobil devic especi smartphon help close gap print media onlin media sever method eg twodimens barcod alreadi use connect digit world print media almost caus inconveni difficulti nfc present easi use way share communic direct capabl devic tag appli almost anywherein public first insight potenti nfc teach learn content given prototyp program allow data transform print media smartphon summar nfc logic successor qrcode
391,2013-10-12,mobil learn mlearn enhanc learn skill student mobil phone tablet pdas pocket pcs internet use joint order encourag motiv learn wherev whenev student want learn work show learn object teach learn inferenti statist use mobil devic learn object student calcul confid interv base either larg small data sampl obtain normal nonnorm popul object design devic android oper system
392,2013-06-26,student engag particular intellectu engag identifi key factor learn high school level type engag impact student learn field relat scienc technolog engin mathemat stem also posit impact learn disciplin english fine art social scienc report describ set project codesign teacher educ specialist aim engag student intellectu major high school subject area student use mobil technolog case ipad2 featur promin project interview teacher student conduct order identifi evid intellectu engag well studentsâ interact mobil devic data survey also use identifi level engag student involv project
393,2013-06-26,rural communiti develop countri due geograph demograph condit face mani challeng one press challeng affect life welfar citizen communiti health awar health servic essenti research effici cost effect method tackl challeng appropri develop countri limit resourc paper report find implement number ict interv promot maternalchild health care status rural area jordan collect feedback demonstr benefit system support govern activ
394,2013-06-26,paper demonstr mediat situat simul sitsim might dissemin enhanc sen realiti user â regardless actual amount authent reconstruct therefor argu sitsim serv potenti tool learn document sourc critic visuali uncertainti key order increa reliabl sitsim paper suggest extend use accompani websit continu encourag usergen link visuali altern interpret addit provid suggest research way improv reliabl 1 allow user alter structur without constrain fix valu 2 employ colourcod base level document
395,2013-06-26,websit design qualiti becom critic success factor especi electron univ euniv andor mobil univ muniv part egovern andor mgovern websit main interfac univ student stakehold studi present factor affect undergradu studentsâ adopt websiteserv qualiti appli unifi theori accept use technolog utaut jordan propo model empir test use data collect survey contain 24 question 450 questionnair random distribut 422 return 938 structur equat model techniqu sem use warppl 30 softwar use evalu causal model result show student adopt use univ websit servic predict studentsâ behavior intent affect signif perform expect effort expect result show social influenc websit qualiti facilit condit direct signif effect behavior intent use univ websit servic even medium grand mean score respon statement final ultim aspir found direct effect behavior intent actual behavior use univ websit servic furthermor author hope understand assumpt theoret construct use utaut assist develop build develop maintain univ websit
396,2013-06-26,virtual laboratori evolv adequ matur educ tool multipl field studi use especi benefici modern topic modern wireless communic relat solut field explor various approach architectur design virtual environ present softwar packag combin fragmentari conclus holist exten laboratori architectur classic modern topic propag green network indoor communic sensor network discuss interact 2d3d environ student also introduc field measur procedur ray trace principl statist assess context postgradu cour wireless communic demonstr educ benefit approach
397,2013-06-26,health care environ task plan process fundament collabor task requir particip mani health care profess differ skill work simultan case howev recent healthcar research focus method main base communic rather collabor support follow cscwbase plan approach constitut evolut plan environ toward new share workspac support collabor work led us first anali relat task algerian matern ward order highlight vital collabor medic task need model follow section outlin basic design concept mobil collabor plan system design provid flexibl group interact support care coordin continu
398,2013-06-26,work propo new algorithm enhanc perform speaker verif communic system base multipleinput multipleoutput mimo orthogon frequenc divi multiplex ofdm techniqu algorithm main tackl overcom effect high peaktoaverag power ratio problem found ofdm system mimoofdm combin develop meet rapid increment user demand ubiquit transmiss impo new multimedia applic wireless servic algorithm wavelet techniqu use denoi affect ofdm symbol high papr valu base adapt threshold method local maxima minima determin replac averag surround neighbor denoi ofdm replac papr dorpa system perform investig process accomplish base numer method matlab simul moreov comparison made check valid proposit either previous publish work literatur although achiev result show propo work lower papr valu addit complex ad transceiverâ structur moreov result comparison convent system bit error rate ber perform improv bandwidth occupancya valid process comparison made current valu found literatur achiev around 30 papr extra reduct addit around 90 verif rate noi immun
399,2013-03-20,smartphon mobil clinic deci support system mcdss could help overcom inform overload support physician provid uptod medic care howev would smartphon mcdss also use medic student clinic clerkship prospect pilot studi eight student ask use smartphon daili clerkship activ specif evalu basic mcdss student ask fill short survey exit interview conduct student found smartphon especi access internet use tool clerkship student thought internet easier access inform sourc compar mani applic sever student awar highqual applic student pay ten euro applic opinion student smartphon use presenc patient student express desir basic content test mcdss conclus smartphon use tool medic student clerkship mcdss medic student design need research need guid mcdss develop specif target medic student
400,2013-03-20,nfc standardsba shortrang wirelessconnect technolog enabl simpl safe twowayinteract electron devic concept basedon combin smartcard contactless interconnectiontechnolog nfc compat today field proven rfidtechnologyif technolog use identif patientin hospit use patient differ illnesswhen doctor oper patient exanim patient doctorconfus disea patient fatal medic circumstancemay occur rfid nfc technolog use case wecan easili protect patient fatal medic mistak thepotenti make almost wireless technolog also theapplic technolog easi enough everyoneeven nontechn use themtechnolog develop modern medicin practic areamongst outstand factor trigger shift trend isresult greater demand health carerel servic andgreat competit among health care provid achiev ahigh oper effici health care sector essentialgo organiz perform evalu effici use tobe consid primari indic hospit performancein order bring cost improv effici intelligentsystem play signif role provid intelligentlyprocess person inform patient doctorstheir health care staff ie nur health care administr
401,2013-03-20,today graduat telecommun engin need market skill typic develop beyond tradit classroom skill set acquir experi handson experi resembl profess field workplac paper address blend methodolog applic use internet deliveri knowledg instruct undergradu wireless communic engin cour solut combin sever differ deliveri method facetofac team collabor field measur conjunct highend profess simul softwar two exampl handov dualmod cellular network radio frequenc rf signal propag model consid demonstr verif theoret model present basedon blend instruct mean lesson learn enhanc handson experi beyond tradit laboratori strengthen indepth analysi learn skill student addit promot proper team collabor project
402,2013-03-20,comput support cooper work cscw establish subset field human comput interact deal peopl use comput technolog enhanc group interact collabor mobil cscw emerg result progress person desktop comput mobil devic platform ubiquit todaycscw aim connect peopl facilit communic use comput aim provid conceptu model coupl technolog manag mediat assist collabor process mobil cscw research look fulfil aim adopt mobil technolog consid mobil user facilit collabor use mobil devic bring new challeng challeng inher natur devic hardwar focus understand engin softwar maxim effect endus paper review semin stateoftheart cooper softwar applic develop framework support mobil devic
403,2013-03-20,paper describ implement guidelin ubiquit seamless mobil learn featur learninglog system name scroll system captur remind learn log system help user share remind ubiquit learn experi review recent research mobil assist learn order set pedagogicallyba guidelin instructor learn environ design administr end deci maker includ ict coordin local author main foci guidelin languag teacher practic srollba mobil learn class inclass outclass learn accord situat condit goal help educ implement effect seamless mobil learn environ scroll
404,2013-03-20,articl show impact grow adopt mobil phone field money transfer africa also use field retail payment micropay financ transact person person p2p small amount show innov continu improv qualiti life african especi rural area present mpesa mobil payment system great success kenya identifi fundament principl success thus enabl us creat ecopay platform innov mobil payment system platform provid differ type mpayment like b2c b2b p2p use mobil phone devic transact secur use encrypt messag encrypt connect devic ecopay server
405,2013-03-20,mobil lean applic develop influenc elearn model method variat better understand accommod addit element prop mlearn scenario applic uniqu design model various aspect mlearn scenario situat concentr learner style contextu featur learn content learner behavior adapt method propo
406,2013-03-20,aim studi investig student attitud colleg educ jordanian univ toward use mobil phone educ accord univ attend student gender academ level student studi sampl consist 363 student select random cluster colleg educ jordanian univ hashemit univ yarmouk univ jordan academ year 20102011 instrument questionnair develop research result show percentag student indic posit attitud toward mobil phone use univ educ high result also show signif differ attitud student colleg educ jordanian univ toward mobil phone use univ educ attribut variabl univ favor hashemit univ result show signif differ student attitud toward mobil phone use univ educ attribut gender find also reveal presenc statist signif differ student attitud toward mobil phone use univ educ attribut variabl academ level favor master degr student
407,2013-03-20,quadratur phaseshift key qpsk modul techniqu one wide use modul scheme modern digit communic system provid high perform bandwidth effici paper model qpsk modul demodul simul use matlab simulink
408,2013-03-20,smartphon enabl alwayson connect social network servic sns typic way interact snss access user suitabl situat check status social network write updat one way enhanc usag snss servic automat push notif event smartphon user interfac howev research user experi sns notif present explor field studi 11 particip assess user experi mobil notif compar read sns content manual initi user particip first use facebook month without notif month applic call social send frequent notif facebook event userâ smartphon desktop particip kept notif featur report increa read facebook howev mani unwil receiv notif main lack control report qualit find user experi reveal exampl use mobil notif decrea interest facebook notif limit user control use facebook feel mean access manual implic design discuss
409,2013-01-10,ipad popular touchscreen tablet comput introduc approxim two two half year ago run mac oper system make suitabl differ general special use paper focus fact use ipad help educ make teach learn effici addit technic infrastructur paramet essenti much userâ experi usabl concern paper provid concret applic well today use ipad general either everyday life public educ tertiari educ author analysi experi viewpoint student also mention applic use teacher student use ipad appropri applic stage learn process eg use note cour materi schedul assign cooper group assign collabor paper also describ solut respect suggest mean monitor share content data realiz teacher profess applic eg use student medicin engin natur scienc also list
410,2013-01-10,handheld devic system cellular phone pda use acquir sign languag sl develop system use graphic applic user use graphic system view acquir knowledg sign grammar syntax base local vernacular particular countri paper explor exploit possibl develop mobil system help deaf peopl communic learn use handheld devic pedagog assess prototyp applic use recognitionba interfac eg imag video gave evid mobil applic memor learnabl addit consid primari recenc effect interfac design improv memor learnabl
411,2013-01-10,paper initi develop wap base order system paper extend exist web enabl sale order capabl includ wap servic sale repr place custom order custom visit reduc time order second day instant reduc paper work cost associ record sale order pharmacist conveni order check account balanc anytim anywh get info promot item place order
412,2013-01-10,abstractâ io appl mobil oper system appl mobil devic initi develop iphon later ipod touch ipad appletv metropolitan univ web applic titl estud enabl student web get inform mark subject financ exam schedul professor assist send exam registr feedback teach etc paper explain develop mobil applic estud io platform applic enabl student whenev want use iphon mobil phone get access inform estud web applic present iphon user interfac ui paper explain detail softwar requir analysi system architectur system model ui estud io mobil applic
413,2013-01-10,paper describ design develop interconnect devic allow monitor situ perform solar boiler mobil remot lab system compri two huge block hardwar mobil station locat boiler monitor control remot way fix station locat laboratori energi sustain develop universidad nacion de rosario communic fix mobil devic control microcontrol includ station program c languag project develop three parallel line work 1 design develop fix mobil hardwar 2 develop firmwar softwar necessari regist communic data 3 design develop learn activ mobil remot lab use test behavior solar boiler place environ condit place evalu perform effici anywh also order contribut implement norm certif solar boiler hand data result obtain develop use suppli design learn activ
414,2013-01-10,use comput network internet success enabl educ institut provid student instructor various onlin educ servic recent develop mlearn mobil technolog possibl emerg provid servic mobil devic mobil phone pdas provid educ servic use wireless mobil technolog educ institut potenti bring great conveni offcampus student alway time find internet enabl comput get import educ inform academ institut mobil meduc servic student instructor access servic anytim anywh want paper discuss meduc servic move mobil platform present system prototyp architectur integr servic mobil technolog platform paper conclud descript format evalu system prototyp
415,2013-01-10,paper present idea util mobil phone support learn classroom paper also tri initi discuss whether creat new kind learn applic use mobil devic whether could way proceed develop 21st centuri learn applic studi mobil phone program function collect sound sensor achiev appropri learn atmosph design system attempt maintain noi level comfort toler level classroom main aim mobil applic chang student behaviour persua visual prototyp applic pilot spring 2012 total 72 student two teacher result base observ interview promi sever subject futur work aro pilot studi
416,2013-01-10,rapid spread smart mobil technolog support internet access transform way govern provid servic citizen mobil devic differ capabl base manufactur model paper propo new framework adapt content mgovern servic use mobil agent technolog framework base mediat architectur use multipl mobil agent xml semistructur mediat languag flexibl mediat xml provid adapt environ stream data base capabl devic send queri system
417,2013-01-10,develop inform technolog organ appli elearn system train employ order enhanc perform respect appli web base train enabl organ train employ quick effici effect anywh time research aim extend unifi theori accept use technolog utaut use factor flexibl web base train system system interact system enjoy order explain employ
418,2012-10-05,paper explor group undergradu student one univ south malaysian use mobil phone perform inform learn activ relat content cour outsid classroom paper also address use inform learn activ support studentsâ learn studi adopt exploratori case studi design use two method data collect includ questionnair interview main find suggest student perform inform learn activ offic home interact main classmat also show student control inform learn activ without tutor smesâ input howev found student use limit number applic consid use learn paper contribut discuss implic train instruct support help student take advantag mobil phone applic support inform learn conclus discuss research domain
419,2012-10-05,use mobil devic drive wide shown pose serious safeti risk various approach aim mitig risk mobil devic drive initi focus increa driversâ awar potenti risk along vein present model implement assess degr distract driver experi use phone drive base data collect drive session applic give statist keypad interact number length phone call drive speed driver increa awar driver help understand much distract got involv drive much hazard experi driver demonstr potenti applic highlight riski behavior promot awar motiv better drive
420,2012-10-05,communic near field communic nfc devic occur close distanc less 10 cm nfcbase payment system close proxim devic increa secur transact disadvantag interact devic requir physic activ devic owner devic must brought near devic time besid requir physic activ nfcbase interact also take longer time devic need move one posit anoth paper propo secur effici protocol reduc physic activ devic owner reduc transact time data exchang merchant payer execut without wait one transact requir two data transmiss perform merchant payer transact secur use encrypt data sent merchant payer addit protocol also guarant secur offlin micro transact onlin macro transact
421,2012-10-05,public author nation healthcar servic provid across european union beyond increa pressur deliv better servic diminish resourc user quit right demand high standard servic increa also conveni focus need user rather servic organi deliv user whole also prefer support home free move much possibl user without impair general well provid increa also user special need includ age rang physic mental disabl unabl make effect use servic home due lack proactiv access servicesth idea promot chapter provid better support user disabl impair comfort home mean provid set scalabl servic either offer free purcha central form marketplac repositori
422,2012-10-05,paper process develop musicalmobil applic describ main motiv product support samsung bada app market develop product base two perspect educ entertain product teach user play piano time use fun ie play piano like real piano instrument first studi anali similar current product know understand main function product later use prototyp methodolog final product generat 8 prototyp conclus product pianist introduc smart phone music instrument use learn play piano
423,2012-10-05,unprec growth wireless communic offer opportun challeng educ thank technolog advanc job opportun student interest wireless communic cour howev bridg gap classroom realworld experi remain challeng advanc undergradu communic cour typic focus theori cour given onlin lack handson experi driven feedback industri student propo practic laboratori experi attempt bridg gap classroom real world laboratori exerci take advantag infrastructur deploy wireless network allow student measur analyz data well interact propo lab use even onlin cour paper describ experi propo procedur typic result experi tie cour object
424,2012-10-05,nowaday social network becom popular emerg webba social network servic recent sever mobil servic develop connect user favourit social network facebook twitter flickr etc howev servic depend upon exist webba social network paper present mobil servic join group across communiti origin work framework servic allow creat join social network selfcontain mobil compani server servic consist sever subserv user invit group find user regardless disabl use servic subserv without need creat account social web site thus group also propo privaci control polici mobil social network
425,2012-07-09,paper author intend demonstr util remot experi use mobil comput devic scienc area elementari school purpo develop practic help assimil process subject taught classroom seek interlink daili studentsâ activ alli mobil intend minim spacetempor barrier give avail speed inform access implement architectur util technolog freeli distribut softwar open code resourc besid remot experi develop laboratori remot experi rexlab feder univ santa catarina ufsc brazil physic comput platform âopen hardwareâ construct util open code comput tool integr hardwar 3d virtual world access mobil devic give project innov face high potenti reproduc reusabl
426,2012-07-09,smart mobil devic smd mani year use learn tool start emerg new research area trend merg collabor learn methodolog use mobil devic inform context import implement learner centric learn lcl survey numer studi show 95 student colleg user smart mobil devic develop world develop counti also catch see percentag almost univ level countri student use smds learn form higher educ institut also tri embark elearn mobil learn ml aim paper propo oper framework design mobil collabor inform learn activ use smds show result experi case studi done studi mobil collabor inform learn use activ theori core compon framework mobil learn activitiesobject wirelessmobil smart devic collabor knowledg collabor learn research mention infanc stage
427,2012-07-09,mobil phone made signif improv provid voic communic advanc featur camera gps wifi sms voic recognit internet surf touch screen paper present enterpri mobil track remind system mae enabl elder better eldercar experi highlevel architectur major softwar algorithm especi track android phone sms function server describ analysi data captur perform studi server discuss order show effect mae pilot test carri retir villag singapor feedback elder evalu general comment receiv elder posit
428,2012-07-09,handheld digit devic rapid increa sensori capabl regist multipl type input movement orient posit touch well light sound mobil augment rrealiti one emerg form repres express exploit sensori media follow text present discuss type indirect augment realiti call situat simul situat simul approxim ident 3d environ display screen user real perspect given locat make possibl creat simul relev object environ relat specif place exampl interpret past present situat simul
429,2012-07-09,paper describ new model deliv hyperloc data mobil subscrib model use exit especi creat wifi hot spot presenc sensor open access usergen content approach describ hyper local data info snippet valid relev mobil subscrib moment nearbi wifi access point appropri mobil servic custom browser discov inform mobil user servic build fli dynam web page let mobil subscrib brow hyperloc data possibl useca mention exampl deliv news deal mall news feed offic center campus smart citi project person classifi etc
430,2012-07-09,recommend system current use mani applic includ tourism tend simpli reactiv user request recommend system propo paper use multiag multidimens contextu inform achiev proactiv behavior user profil behavior get implicit incorpor subsequ updat system recommend system develop appli tourism domain test evalu relat larg set real user evalu conduct show user satisfi function system abil produc recommend adapt proactiv take consid differ factor
431,2012-04-11,mobil learn mlearn allow person studi use mobil comput devic anywh anytim work report elabor learn object teach introductori statist use cellular phone
432,2012-04-11,wireless mesh network wmn multi hop low cost easi mainten robust network provid reliabl servic coverag wmns consist mesh router mesh client architectur static mesh router form wireless backbon mesh client access network mesh router well direct mesh differ tradit wireless network wmn dynam selforgan selfconfigur word node mesh network automat establish maintain network connect year research work reduc redund broadcast packet mesh network wireless domain provid reliabl servic coverag sourc node deserv broadcast flood control packet redund control packet consum bandwidth wireless medium signif reduc averag throughput consequ reduc over system perform paper studi optim problem wireless mesh network propo novel approach reduc broadcast redund packet wireless mesh network also shown novel procedur forward control packet destin node effici minim transmit control packet wireless mesh cloud cover domain
433,2012-04-11,paper new assert constraint model propo implement model design enforc maintain integr constraint mobil databa object data model environ object assert model integr constraint use creat class collect attribut constraint deriv multipl composit inherit hierarchi also compiletim model keep deriv path along attributesâ relationship furthermor runtim model enforc integr constraint enforc logic integr constraint runtim new techniqu design check object metadata detect object violat occur howev model implement test set definit check attribut valu valid object objectori mobil databa
434,2012-04-11,paper ground idea theori mobil media like scientif discour must built solid conceptu taxonom base within context paper bring togeth previous fragment approach studi mobil media anali develop set definit classif content applic order consolid construct robust mobil media theori paper finish reflect ongo mutat field implic suggest scholar need rethink basic concept behind theori
435,2012-04-11,paper present result usabl evalu xenubi cell phone game period tabl describ discuss issu face evalu took place state high school issu relat conflict data gather video record questionnair also point poor perform game mechan evalu result unexpect game excel perform pilot test possibl caus differ discuss
436,2012-04-11,paper pursu contextawar paradigm distribut mobil environ contextawar play signif role domain implicit human comput interact present intellig contextawar meet room applic distribut mobil applic consist multipl mobil oper system client googl android base present proxim technolog communic server meet room googl cloud backend server 40 user evalu applic result show context awar meet room well receiv user display strong posit bias toward cloud integr particular automat meetingnot push conclud contextawar meet assist provid valuabl assist end user promi use heterogen mobil contextawar platform
437,2012-04-11,research attempt find characterist outdoor activ carri mobil phone influenc student emot research find point follow compon relat activ influenc student emot activ novelti activ theme relat everyday life relat new subject relat student issu subject student like etc activ condit physic part easyuneasi perform resourc avail etc outer environ condit hot warm cold etc role activ enabl role may may satisfi student learn method enabl activ explor mathemat idea independ explor mathemat collabor etc challeng competit associ activ need persist attent etc compon show take care student lean emot outdoor mathemat activ achiev pay attent differ aspect activ outlin
438,2012-01-17,paper present outcom interview expert stakehold took part studi eaccessibility2020[1] âstudi implic futur ict trend assist technolog access
439,2012-01-17,continu success organ appear increa associ incorpor social media success depend structur procedur chang organ make today social media new digit market tool help process communic compani need understand longer exclus owner relat consum productsserv instead surviv organ depend effect util social media creativ innov solut necessarili expen internet end one best market tool avail organ transpar dynam world consum trust peopl provid advic recommend product servic social media import know social media influenc organ studi analyz literatur review current import social media digit market communic show case studi tradit shop use social media obtain competit advantag shop center funchal madeira portug finish studi propo new model busi success market strategi also articl explain manag chang associ collabor need get use work wider dynam communiti
440,2012-01-17,abstract studi use depth interview research instrument studi user percept accept potenti use mobil phone prospect design learn medic english mandatori cour medicin almost respond 93 across graduat student unanim need learn english mlearn respond ask suggest idea medic english taught mobil unaid question 49 suggest sms 27 suggest sms live call survey indic unanim demand learn english amongst student graduat medicin new eeduc set call mlearn constraint impo oneâ occup avail resourc expo limit tradit learn open huge opportun menglish learn irrespect differ potenti learner accept credibl mlearn display will activ user mlearn modul diver respon potenti frequenc usag smss prefer regard listen ivr speak live caller tradit classroom learn mlearn test option establish primari level mean âengagementâ âpresenceâ âflexibilityâ signif differ âbetweenâ âwithinâ differ educ group
441,2012-01-17,limit messag size mms technolog one import factor make technolog less attract limit restrict system develop develop new mobil applic use mms technolog research attempt improv capac maximum messag size implement compress split crop techniqu mms applic mobil phone devic paper present architectur enhanc multimedia capabl mms technolog also implement detail develop clientserv system applic modifi mms technolog use develop practic clientserv applic
442,2012-01-17,deploy new emerg technolog attract motiv great deal attent research scientist various disciplin develop design learn manag system virtual learn environ confer system support mcl educ organ technolog revolut connect larg number potenti learner mobil telephoni creat new challeng develop new architectur educ busi mcl paradigm propo implement various field univ corpor health militari lack complet paper introduc new server client side interact prototyp support various work compon help user obtain content server meet pedagog requir paper also propo integr featur contentserv cacheserv provid faster deliveri content mcl furthermor paper propo implement featur novel group applic support asynchron synchron multimod featur facilit student mcl final paper valid featur interact architectur applic contribut encourag motiv student pursu educ student abl get cour content anytim anywh
443,2012-01-19,paper go present set 5 futur scenario develop within eaccessibility2020 studi studi aim explor anali refer relationship emerg ict landscap societ econom context develop provi assist technolog eaccess within perspect 10 year scenario develop initi trend analysi studi team conduct base data gather scenario develop base methodolog defin set guid scenario develop set vision futur eaccess
444,2012-01-17,simpl mobil scienc potenti index mspi introduc baromet reflect new signal world develop capac interconnect communiti particip collect carri scientif studi use mobil devic msp index could new signal world develop
445,2011-10-06,rapid growth wireless communic technolog number mobil applic develop one approach mobil learn area sinc uniqu way offer learn opportun anywh anytim mobil collabor learn mcl small group learn applic base mobil devic mcl new excit research area student earn knowledg topic concept via communic mobil devic paper introduc describ theoret technic foundat design develop effect mcl environ also paper describ new approach build mcl applic toward mobil technolog prototyp construct use android oper system suggest necessari infrastructur middlewar final paper includ result usabl test find valuabl hidden facilit issu effici access obtain class content collabor learn environ
446,2011-10-06,mobil devic gain momentum popular daili live todayâ youth devic embrac encourag ubiquit learn ea portabl access various activ allow learn occur learn theori cognit techniqu explor mean provid mobil educ experi individu motiv benefici transfer later word learn read comprehen
